model,board,dataset,score,exact_input_support,mapped_points,rejected_points,continued_points
refit-full-300-clip,generation,xiao_unique_hues,1.742565970982971,True,0,0,0
refit-full-300-clip,generation,osa_ucs_1974,0.25263014442747816,True,0,0,0
refit-full-300-clip,measurement,macadam1942,0.2757551687286988,True,0,0,25
refit-full-300-clip,measurement,luo_rigg_ellipses,0.25036983513325506,True,0,0,0
refit-full-300-clip,measurement,alder1982,0.3011255068607182,True,0,0,15
refit-full-300-clip,measurement,regan_1994_cvd_ellipses,0.2270570010583695,True,0,0,0
refit-full-300-clip,measurement,koenderink_2026_3d_metric_field,0.3344318996394976,True,0,0,0
refit-full-300-clip,measurement,brown_1957_12obs_ellipsoids,0.34740560024678946,False,191,0,80
refit-full-300-clip,measurement,wyszecki_fielder_1971_ellipsoids,0.28435533530874996,False,41,0,0
refit-full-300-clip,measurement,brown_macadam_1949_ellipsoids,0.32999727447239274,False,378,0,187
refit-full-300-clip,measurement,huang_2012_cielab_ellipses,0.30721495723941666,True,0,0,0
refit-full-300-clip,measurement,berns_1991_rit_dupont_tolerance_vectors,0.32879398172822344,True,0,0,0
refit-full-300-clip,measurement,hong_2025_ellipsoids,0.3141199065269932,True,0,0,0
refit-full-300-clip,measurement,bfd,29.18933128902024,True,,,
refit-full-300-clip,measurement,leeds,26.817569617216325,True,,,
refit-full-300-clip,measurement,witt,24.102805078173024,True,,,
refit-full-300-clip,measurement,rit,26.99200976021663,True,,,
refit-full-300-clip,measurement,macadam,30.98659617516613,True,0,0,0
metric-full-300-clip,generation,hung_berns,3.3979491772174533,False,5,0,0
metric-full-300-clip,generation,ebner_fairchild,2.242868894705369,True,0,0,0
metric-full-300-clip,generation,munsell,3.8162200642434128,True,0,0,0
metric-full-300-clip,generation,xiao_unique_hues,1.7425659709829697,True,0,0,0
metric-full-300-clip,generation,osa_ucs_1974,0.24768736898552163,True,0,0,0
metric-full-300-clip,measurement,macadam1942,0.29388269968754394,True,0,0,25
metric-full-300-clip,measurement,luo_rigg_ellipses,0.2474888760186584,True,0,0,0
metric-full-300-clip,measurement,alder1982,0.28440390453691256,True,0,0,15
metric-full-300-clip,measurement,regan_1994_cvd_ellipses,0.25020854654747643,True,0,0,0
metric-full-300-clip,measurement,koenderink_2026_3d_metric_field,0.3379840353302762,True,0,0,0
metric-full-300-clip,measurement,brown_1957_12obs_ellipsoids,0.36243159783249806,False,191,0,80
metric-full-300-clip,measurement,wyszecki_fielder_1971_ellipsoids,0.2947918286676943,False,41,0,0
metric-full-300-clip,measurement,brown_macadam_1949_ellipsoids,0.34118949061944054,False,378,0,187
metric-full-300-clip,measurement,huang_2012_cielab_ellipses,0.3143152277219343,True,0,0,0
metric-full-300-clip,measurement,berns_1991_rit_dupont_tolerance_vectors,0.32541815841491134,True,0,0,0
metric-full-300-clip,measurement,hong_2025_ellipsoids,0.31186523437483576,True,0,0,0
metric-full-300-clip,measurement,bfd,27.854669603303556,True,,,
metric-full-300-clip,measurement,leeds,25.878187597629392,True,,,
metric-full-300-clip,measurement,witt,23.502249527727148,True,,,
metric-full-300-clip,measurement,rit,25.42304628859177,True,,,
metric-full-300-clip,measurement,macadam,32.37256935545098,True,0,0,0
refit-full-300-reject,generation,hung_berns,,False,0,5,0
refit-full-300-reject,generation,ebner_fairchild,2.242868894705369,True,0,0,0
refit-full-300-reject,generation,munsell,3.8162200642434128,True,0,0,0
refit-full-300-reject,generation,xiao_unique_hues,1.742565970982971,True,0,0,0
refit-full-300-reject,generation,osa_ucs_1974,0.25263014442747816,True,0,0,0
refit-full-300-reject,measurement,macadam1942,0.2757551687286988,True,0,0,25
refit-full-300-reject,measurement,luo_rigg_ellipses,0.25036983513325506,True,0,0,0
refit-full-300-reject,measurement,alder1982,0.3011255068607182,True,0,0,15
refit-full-300-reject,measurement,regan_1994_cvd_ellipses,0.2270570010583695,True,0,0,0
refit-full-300-reject,measurement,koenderink_2026_3d_metric_field,0.3344318996394976,True,0,0,0
refit-full-300-reject,measurement,brown_1957_12obs_ellipsoids,0.3306791473298213,False,0,191,29
refit-full-300-reject,measurement,wyszecki_fielder_1971_ellipsoids,0.2861655339157035,False,0,41,0
refit-full-300-reject,measurement,brown_macadam_1949_ellipsoids,0.3078930810023531,False,0,378,138
refit-full-300-reject,measurement,huang_2012_cielab_ellipses,0.30721495723941666,True,0,0,0
refit-full-300-reject,measurement,berns_1991_rit_dupont_tolerance_vectors,0.32879398172822344,True,0,0,0
refit-full-300-reject,measurement,hong_2025_ellipsoids,0.3141199065269932,True,0,0,0
refit-full-300-reject,measurement,bfd,29.18933128902024,True,,,
refit-full-300-reject,measurement,leeds,26.817569617216325,True,,,
refit-full-300-reject,measurement,witt,24.102805078173024,True,,,
refit-full-300-reject,measurement,rit,26.99200976021663,True,,,
refit-full-300-reject,measurement,macadam,30.98659617516613,True,0,0,0
refit-full-100-clip,generation,hung_berns,3.3979491772174533,False,5,0,0
refit-full-100-clip,generation,ebner_fairchild,2.242868894705369,True,0,0,0
refit-full-100-clip,generation,munsell,3.8162200642434128,True,0,0,0
refit-full-100-clip,generation,xiao_unique_hues,1.742565970982971,True,0,0,0
refit-full-100-clip,generation,osa_ucs_1974,0.25263014442747816,True,0,0,0
refit-full-100-clip,measurement,macadam1942,0.2757551687286988,True,0,0,25
refit-full-100-clip,measurement,luo_rigg_ellipses,0.25036983513325506,True,0,0,0
refit-full-100-clip,measurement,alder1982,0.3011255068607182,True,0,0,15
refit-full-100-clip,measurement,regan_1994_cvd_ellipses,0.2270570010583695,True,0,0,0
refit-full-100-clip,measurement,koenderink_2026_3d_metric_field,0.3344318996394976,True,0,0,0
refit-full-100-clip,measurement,brown_1957_12obs_ellipsoids,0.34740560024678946,False,191,0,80
refit-full-100-clip,measurement,wyszecki_fielder_1971_ellipsoids,0.28435533530874996,False,41,0,0
refit-full-100-clip,measurement,brown_macadam_1949_ellipsoids,0.32999727447239274,False,378,0,187
refit-full-100-clip,measurement,huang_2012_cielab_ellipses,0.30721495723941666,True,0,0,0
refit-full-100-clip,measurement,berns_1991_rit_dupont_tolerance_vectors,0.32879398172822344,True,0,0,0
refit-full-100-clip,measurement,hong_2025_ellipsoids,0.3141199065269932,True,0,0,0
refit-full-100-clip,measurement,bfd,29.18933128902024,True,,,
refit-full-100-clip,measurement,leeds,26.817569617216325,True,,,
refit-full-100-clip,measurement,witt,24.102805078173024,True,,,
refit-full-100-clip,measurement,rit,26.99200976021663,True,,,
refit-full-100-clip,measurement,macadam,30.98659617516613,True,0,0,0
refit-srgb-300-clip,generation,hung_berns,,False,0,78,0
refit-srgb-300-clip,generation,ebner_fairchild,,False,0,70,0
refit-srgb-300-clip,generation,munsell,,False,0,1232,0
refit-srgb-300-clip,generation,xiao_unique_hues,1.7425659709829557,True,0,0,0
refit-srgb-300-clip,generation,osa_ucs_1974,0.23667107830901032,False,0,19,0
refit-srgb-300-clip,measurement,macadam1942,0.3124384532774095,False,0,300,0
refit-srgb-300-clip,measurement,luo_rigg_ellipses,0.2485582089730853,False,0,605,0
refit-srgb-300-clip,measurement,alder1982,0.24281497203942431,False,0,364,0
refit-srgb-300-clip,measurement,regan_1994_cvd_ellipses,0.25357869869305605,False,0,8,0
refit-srgb-300-clip,measurement,koenderink_2026_3d_metric_field,0.33215090576871475,True,0,0,0
refit-srgb-300-clip,measurement,brown_1957_12obs_ellipsoids,,False,0,396,0
refit-srgb-300-clip,measurement,wyszecki_fielder_1971_ellipsoids,0.30560815347919223,False,0,278,0
refit-srgb-300-clip,measurement,brown_macadam_1949_ellipsoids,,False,0,1045,0
refit-srgb-300-clip,measurement,huang_2012_cielab_ellipses,0.30188301005443485,False,0,34,0
refit-srgb-300-clip,measurement,berns_1991_rit_dupont_tolerance_vectors,0.33701366547602357,False,0,16,0
refit-srgb-300-clip,measurement,hong_2025_ellipsoids,0.24162228382509707,True,0,0,0
refit-srgb-300-clip,measurement,bfd,29.04693843041898,False,,,
refit-srgb-300-clip,measurement,leeds,26.48336259781593,True,,,
refit-srgb-300-clip,measurement,witt,24.689222730090442,False,,,
refit-srgb-300-clip,measurement,rit,28.476497152413106,False,,,
refit-srgb-300-clip,measurement,macadam,25.63959401935666,False,0,3,0
refit-srgb-100-clip,generation,hung_berns,,False,0,78,0
refit-srgb-100-clip,generation,ebner_fairchild,,False,0,70,0
refit-srgb-100-clip,generation,munsell,,False,0,1232,0
refit-srgb-100-clip,generation,xiao_unique_hues,1.7425659709829557,True,0,0,0
refit-srgb-100-clip,generation,osa_ucs_1974,0.23667107830901032,False,0,19,0
refit-srgb-100-clip,measurement,macadam1942,0.3124384532774095,False,0,300,0
refit-srgb-100-clip,measurement,luo_rigg_ellipses,0.2485582089730853,False,0,605,0
refit-srgb-100-clip,measurement,alder1982,0.24281497203942431,False,0,364,0
refit-srgb-100-clip,measurement,regan_1994_cvd_ellipses,0.25357869869305605,False,0,8,0
refit-srgb-100-clip,measurement,koenderink_2026_3d_metric_field,0.33215090576871475,True,0,0,0
refit-srgb-100-clip,measurement,brown_1957_12obs_ellipsoids,,False,0,396,0
refit-srgb-100-clip,measurement,wyszecki_fielder_1971_ellipsoids,0.30560815347919223,False,0,278,0
refit-srgb-100-clip,measurement,brown_macadam_1949_ellipsoids,,False,0,1045,0
refit-srgb-100-clip,measurement,huang_2012_cielab_ellipses,0.30188301005443485,False,0,34,0
refit-srgb-100-clip,measurement,berns_1991_rit_dupont_tolerance_vectors,0.33701366547602357,False,0,16,0
refit-srgb-100-clip,measurement,hong_2025_ellipsoids,0.24162228382509707,True,0,0,0
refit-srgb-100-clip,measurement,bfd,29.04693843041898,False,,,
refit-srgb-100-clip,measurement,leeds,26.48336259781593,True,,,
refit-srgb-100-clip,measurement,witt,24.689222730090442,False,,,
refit-srgb-100-clip,measurement,rit,28.476497152413106,False,,,
refit-srgb-100-clip,measurement,macadam,25.63959401935666,False,0,3,0
